sfla,BuildingType,LocationType
521.0,Apartment/Condo/Townhome,In-State (Out of County)
747.0,Apartment/Condo/Townhome,In-State (Out of County)
1295.0,Apartment/Condo/Townhome,Out of State
528.0,Apartment/Condo/Townhome,In-State (Out of County)
508.0,Apartment/Condo/Townhome,In-State (Out of County)
1308.0,Apartment/Condo/Townhome,Out of State
1131.0,Apartment/Condo/Townhome,Out of State
585.0,Apartment/Condo/Townhome,In-State (Out of County)
813.0,Apartment/Condo/Townhome,In-State (Out of County)
854.0,Apartment/Condo/Townhome,Out of State
760.0,Apartment/Condo/Townhome,In-State (Out of County)
526.0,Apartment/Condo/Townhome,Out of State
1085.0,Apartment/Condo/Townhome,Out of State
1012.0,Apartment/Condo/Townhome,In-State (Out of County)
1034.0,Apartment/Condo/Townhome,Out of State
666.0,Apartment/Condo/Townhome,In-State (Out of County)
809.0,Apartment/Condo/Townhome,In-State (Out of County)
1181.0,Apartment/Condo/Townhome,Out of State
970.0,Apartment/Condo/Townhome,In-State (Out of County)
1096.0,Apartment/Condo/Townhome,In-State (Out of County)
512.0,Apartment/Condo/Townhome,Out of State
758.0,Apartment/Condo/Townhome,Out of State
977.0,Apartment/Condo/Townhome,Out of State
946.0,Apartment/Condo/Townhome,In-State (Out of County)
408.0,Apartment/Condo/Townhome,Out of State
741.0,Apartment/Condo/Townhome,Out of State
1261.0,Apartment/Condo/Townhome,In-State (Out of County)
1056.0,Apartment/Condo/Townhome,In-State (Out of County)
507.0,Apartment/Condo/Townhome,Out of State
772.0,Apartment/Condo/Townhome,In-State (Out of County)
957.0,Apartment/Condo/Townhome,Out of State
770.0,Apartment/Condo/Townhome,Out of State
544.0,Apartment/Condo/Townhome,In-State (Out of County)
786.0,Apartment/Condo/Townhome,In-State (Out of County)
844.0,Apartment/Condo/Townhome,Out of State
1021.0,Apartment/Condo/Townhome,Out of State
997.0,Apartment/Condo/Townhome,In-State (Out of County)
686.0,Apartment/Condo/Townhome,Out of State
806.0,Apartment/Condo/Townhome,Out of State
1180.0,Apartment/Condo/Townhome,Out of State
949.0,Apartment/Condo/Townhome,Out of State
845.0,Apartment/Condo/Townhome,In-State (Out of County)
510.0,Apartment/Condo/Townhome,In-State (Out of County)
755.0,Apartment/Condo/Townhome,In-State (Out of County)
1295.0,Apartment/Condo/Townhome,In-State (Out of County)
532.0,Apartment/Condo/Townhome,In-County
1076.0,Apartment/Condo/Townhome,Out of State
771.0,Apartment/Condo/Townhome,Out of State
1262.0,Apartment/Condo/Townhome,In-State (Out of County)
1081.0,Apartment/Condo/Townhome,In-State (Out of County)
510.0,Apartment/Condo/Townhome,In-County
755.0,Apartment/Condo/Townhome,Out of State
933.0,Apartment/Condo/Townhome,In-State (Out of County)
777.0,Apartment/Condo/Townhome,In-State (Out of County)
548.0,Apartment/Condo/Townhome,In-State (Out of County)
775.0,Apartment/Condo/Townhome,In-State (Out of County)
862.0,Apartment/Condo/Townhome,Out of State
921.0,Apartment/Condo/Townhome,In-State (Out of County)
886.0,Apartment/Condo/Townhome,In-State (Out of County)
668.0,Apartment/Condo/Townhome,Out of State
807.0,Apartment/Condo/Townhome,Out of State
1174.0,Apartment/Condo/Townhome,Out of State
1584.0,Apartment/Condo/Townhome,Out of State
520.0,Apartment/Condo/Townhome,Out of State
780.0,Apartment/Condo/Townhome,Out of State
1287.0,Apartment/Condo/Townhome,In-State (Out of County)
515.0,Apartment/Condo/Townhome,Out of State
1088.0,Apartment/Condo/Townhome,In-State (Out of County)
754.0,Apartment/Condo/Townhome,Out of State
1102.0,Apartment/Condo/Townhome,In-State (Out of County)
1003.0,Apartment/Condo/Townhome,In-State (Out of County)
516.0,Apartment/Condo/Townhome,Out of State
1646.0,Apartment/Condo/Townhome,Out of State
943.0,Apartment/Condo/Townhome,Out of State
880.0,Apartment/Condo/Townhome,Out of State
1071.0,Apartment/Condo/Townhome,In-State (Out of County)
1096.0,Apartment/Condo/Townhome,In-State (Out of County)
843.0,Apartment/Condo/Townhome,Out of State
843.0,Apartment/Condo/Townhome,In-State (Out of County)
1176.0,Apartment/Condo/Townhome,Out of State
1170.0,Apartment/Condo/Townhome,Out of State
1143.0,Apartment/Condo/Townhome,Out of State
1152.0,Apartment/Condo/Townhome,Out of State
1771.0,Apartment/Condo/Townhome,In-State (Out of County)
70.0,Commercial,In-State (Out of County)
1056.0,Apartment/Condo/Townhome,In-County
768.0,Apartment/Condo/Townhome,In-State (Out of County)
660.0,Apartment/Condo/Townhome,Out of State
1446.0,Apartment/Condo/Townhome,In-State (Out of County)
1230.0,Apartment/Condo/Townhome,In-County
2593.0,Apartment/Condo/Townhome,Out of State
2625.0,Apartment/Condo/Townhome,In-County
775.0,Apartment/Condo/Townhome,Out of State
1727.0,Apartment/Condo/Townhome,In-County
1207.0,Apartment/Condo/Townhome,In-County
1726.0,Apartment/Condo/Townhome,In-State (Out of County)
1726.0,Apartment/Condo/Townhome,Out of State
4530.0,Single Family Home,In-County
5639.0,Single Family Home,In-State (Out of County)
4199.0,Single Family Home,Out of State
8773.0,Single Family Home,In-State (Out of County)
128088.0,Apartment/Condo/Townhome,Out of State
3932.0,Single Family Home,In-County
4481.0,Single Family Home,In-County
4185.0,Single Family Home,In-County
3420.0,Single Family Home,In-County
5302.0,Single Family Home,In-State (Out of County)
5429.0,Single Family Home,In-County
2934.0,Single Family Home,In-County
4746.0,Single Family Home,In-County
3012.0,Single Family Home,In-County
3260.0,Single Family Home,In-County
2588.0,Single Family Home,In-State (Out of County)
3868.0,Single Family Home,In-County
3154.0,Single Family Home,Out of State
3256.0,Single Family Home,In-County
4642.0,Single Family Home,In-County
5270.0,Single Family Home,In-County
3634.0,Single Family Home,In-County
4265.0,Single Family Home,In-State (Out of County)
3171.0,Single Family Home,In-County
3367.0,Single Family Home,In-County
3667.0,Single Family Home,In-County
4965.0,Single Family Home,Out of State
6029.0,Single Family Home,In-State (Out of County)
4631.0,Single Family Home,Out of State
4679.0,Single Family Home,In-State (Out of County)
5225.0,Single Family Home,Out of State
5566.0,Single Family Home,Out of State
4828.0,Single Family Home,In-County
4420.0,Single Family Home,Out of State
4339.0,Single Family Home,Out of State
5310.0,Single Family Home,Out of State
1914.0,Apartment/Condo/Townhome,In-State (Out of County)
1701.0,Apartment/Condo/Townhome,In-State (Out of County)
1701.0,Apartment/Condo/Townhome,In-State (Out of County)
1914.0,Apartment/Condo/Townhome,In-State (Out of County)
1914.0,Apartment/Condo/Townhome,Out of State
1701.0,Apartment/Condo/Townhome,Out of State
1701.0,Apartment/Condo/Townhome,In-County
1914.0,Apartment/Condo/Townhome,Out of State
1914.0,Apartment/Condo/Townhome,Out of State
1701.0,Apartment/Condo/Townhome,In-State (Out of County)
1701.0,Apartment/Condo/Townhome,Out of State
1914.0,Apartment/Condo/Townhome,In-State (Out of County)
1602.0,Apartment/Condo/Townhome,In-State (Out of County)
1590.0,Apartment/Condo/Townhome,In-County
1590.0,Apartment/Condo/Townhome,In-County
1523.0,Apartment/Condo/Townhome,In-County
1093.0,Apartment/Condo/Townhome,Out of State
635.0,Apartment/Condo/Townhome,Out of State
640.0,Apartment/Condo/Townhome,Out of State
674.0,Apartment/Condo/Townhome,Out of State
694.0,Apartment/Condo/Townhome,Out of State
670.0,Apartment/Condo/Townhome,Out of State
694.0,Apartment/Condo/Townhome,Out of State
1642.0,Apartment/Condo/Townhome,In-County
1792.0,Apartment/Condo/Townhome,In-State (Out of County)
2003.0,Apartment/Condo/Townhome,In-State (Out of County)
2010.0,Apartment/Condo/Townhome,Out of State
1789.0,Apartment/Condo/Townhome,Out of State
1640.0,Apartment/Condo/Townhome,In-State (Out of County)
1940.0,Apartment/Condo/Townhome,In-State (Out of County)
1753.0,Apartment/Condo/Townhome,Out of State
1821.0,Apartment/Condo/Townhome,In-State (Out of County)
1705.0,Apartment/Condo/Townhome,In-State (Out of County)
1790.0,Apartment/Condo/Townhome,In-State (Out of County)
1768.0,Apartment/Condo/Townhome,In-County
2823.0,Single Family Home,In-State (Out of County)
3078.0,Single Family Home,In-County
2739.0,Single Family Home,In-State (Out of County)
3672.0,Single Family Home,In-State (Out of County)
2739.0,Single Family Home,In-State (Out of County)
3078.0,Single Family Home,In-County
1024.0,Apartment/Condo/Townhome,In-County
1234.0,Apartment/Condo/Townhome,In-County
1234.0,Apartment/Condo/Townhome,In-County
1024.0,Apartment/Condo/Townhome,In-County
1024.0,Apartment/Condo/Townhome,In-County
1234.0,Apartment/Condo/Townhome,In-County
939.0,Apartment/Condo/Townhome,In-County
939.0,Apartment/Condo/Townhome,In-County
1788.0,Apartment/Condo/Townhome,Out of State
1813.0,Apartment/Condo/Townhome,Out of State
2043.0,Apartment/Condo/Townhome,Out of State
2043.0,Apartment/Condo/Townhome,Out of State
2104.0,Apartment/Condo/Townhome,In-State (Out of County)
2104.0,Apartment/Condo/Townhome,In-State (Out of County)
1788.0,Apartment/Condo/Townhome,In-State (Out of County)
2104.0,Apartment/Condo/Townhome,In-County
1788.0,Apartment/Condo/Townhome,In-State (Out of County)
1768.0,Apartment/Condo/Townhome,Out of State
1549.0,Apartment/Condo/Townhome,Out of State
1563.0,Apartment/Condo/Townhome,In-State (Out of County)
1788.0,Apartment/Condo/Townhome,In-State (Out of County)
1768.0,Apartment/Condo/Townhome,In-County
1527.0,Apartment/Condo/Townhome,In-State (Out of County)
1563.0,Apartment/Condo/Townhome,Out of State
1788.0,Apartment/Condo/Townhome,In-State (Out of County)
2104.0,Apartment/Condo/Townhome,Out of State
1768.0,Apartment/Condo/Townhome,In-State (Out of County)
1527.0,Apartment/Condo/Townhome,In-State (Out of County)
1788.0,Apartment/Condo/Townhome,In-State (Out of County)
2104.0,Apartment/Condo/Townhome,In-County
1788.0,Apartment/Condo/Townhome,In-State (Out of County)
2035.0,Apartment/Condo/Townhome,Out of State
2104.0,Apartment/Condo/Townhome,Out of State
1768.0,Apartment/Condo/Townhome,Out of State
1523.0,Apartment/Condo/Townhome,Out of State
1563.0,Apartment/Condo/Townhome,In-State (Out of County)
2093.0,Apartment/Condo/Townhome,In-County
1527.0,Apartment/Condo/Townhome,In-State (Out of County)
1576.0,Apartment/Condo/Townhome,In-County
2104.0,Apartment/Condo/Townhome,In-State (Out of County)
1788.0,Apartment/Condo/Townhome,Out of State
2093.0,Apartment/Condo/Townhome,In-County
1527.0,Apartment/Condo/Townhome,In-State (Out of County)
1576.0,Apartment/Condo/Townhome,Out of State
1788.0,Apartment/Condo/Townhome,Out of State
2104.0,Apartment/Condo/Townhome,In-State (Out of County)
1575.0,Apartment/Condo/Townhome,Out of State
2043.0,Apartment/Condo/Townhome,Out of State
1855.0,Apartment/Condo/Townhome,Out of State
1985.0,Apartment/Condo/Townhome,In-County
1985.0,Apartment/Condo/Townhome,In-State (Out of County)
1575.0,Apartment/Condo/Townhome,In-State (Out of County)
1575.0,Apartment/Condo/Townhome,In-State (Out of County)
1985.0,Apartment/Condo/Townhome,In-County
1563.0,Apartment/Condo/Townhome,In-County
1293.0,Apartment/Condo/Townhome,In-State (Out of County)
1293.0,Apartment/Condo/Townhome,Out of State
1954.0,Apartment/Condo/Townhome,Out of State
1882.0,Apartment/Condo/Townhome,Out of State
1533.0,Apartment/Condo/Townhome,In-County
1847.0,Apartment/Condo/Townhome,In-State (Out of County)
1861.0,Apartment/Condo/Townhome,In-State (Out of County)
1662.0,Apartment/Condo/Townhome,Out of State
1854.0,Apartment/Condo/Townhome,In-State (Out of County)
1044.0,Apartment/Condo/Townhome,In-State (Out of County)
1514.0,Apartment/Condo/Townhome,In-State (Out of County)
1044.0,Apartment/Condo/Townhome,In-State (Out of County)
1514.0,Apartment/Condo/Townhome,In-State (Out of County)
1044.0,Apartment/Condo/Townhome,In-State (Out of County)
1514.0,Apartment/Condo/Townhome,In-State (Out of County)
1044.0,Apartment/Condo/Townhome,In-State (Out of County)
1514.0,Apartment/Condo/Townhome,In-State (Out of County)
641.0,Commercial,In-County
757.0,Commercial,In-County
1086.0,Commercial,In-County
1079.0,Commercial,In-County
539.0,Commercial,In-County
881.0,Apartment/Condo/Townhome,In-County
881.0,Apartment/Condo/Townhome,In-County
1743.0,Apartment/Condo/Townhome,In-State (Out of County)
1415.0,Apartment/Condo/Townhome,In-County
1277.0,Apartment/Condo/Townhome,Out of State
1277.0,Apartment/Condo/Townhome,In-County
1415.0,Apartment/Condo/Townhome,In-County
1685.0,Apartment/Condo/Townhome,In-State (Out of County)
1429.0,Apartment/Condo/Townhome,Out of State
128025.0,Commercial,In-County
217800.0,Commercial,In-County
2425.0,Apartment/Condo/Townhome,In-State (Out of County)
2369.0,Apartment/Condo/Townhome,Out of State
540.0,Apartment/Condo/Townhome,In-State (Out of County)
1097.0,Apartment/Condo/Townhome,In-State (Out of County)
1060.0,Apartment/Condo/Townhome,Out of State
1073.0,Apartment/Condo/Townhome,In-State (Out of County)
1060.0,Apartment/Condo/Townhome,In-State (Out of County)
1130.0,Commercial,In-State (Out of County)
1134.0,Commercial,In-County
1403.0,Commercial,In-County
1514.0,Commercial,In-County
1134.0,Commercial,In-County
1131.0,Commercial,In-County
2136.0,Apartment/Condo/Townhome,Out of State
1741.0,Apartment/Condo/Townhome,Out of State
2136.0,Apartment/Condo/Townhome,In-State (Out of County)
2136.0,Apartment/Condo/Townhome,In-State (Out of County)
1741.0,Apartment/Condo/Townhome,In-State (Out of County)
2136.0,Apartment/Condo/Townhome,In-State (Out of County)
951.0,Apartment/Condo/Townhome,Out of State
686.0,Apartment/Condo/Townhome,In-State (Out of County)
458.0,Apartment/Condo/Townhome,Out of State
464.0,Apartment/Condo/Townhome,In-State (Out of County)
721.0,Apartment/Condo/Townhome,Out of State
792.0,Apartment/Condo/Townhome,Out of State
672.0,Apartment/Condo/Townhome,Out of State
674.0,Apartment/Condo/Townhome,Out of State
1951.0,Apartment/Condo/Townhome,Out of State
445.0,Apartment/Condo/Townhome,In-State (Out of County)
684.0,Apartment/Condo/Townhome,Out of State
981.0,Apartment/Condo/Townhome,In-State (Out of County)
685.0,Apartment/Condo/Townhome,Out of State
685.0,Apartment/Condo/Townhome,In-State (Out of County)
959.0,Apartment/Condo/Townhome,Out of State
774.0,Apartment/Condo/Townhome,Out of State
685.0,Apartment/Condo/Townhome,Out of State
458.0,Apartment/Condo/Townhome,In-State (Out of County)
458.0,Apartment/Condo/Townhome,In-County
721.0,Apartment/Condo/Townhome,In-State (Out of County)
792.0,Apartment/Condo/Townhome,In-State (Out of County)
672.0,Apartment/Condo/Townhome,Out of State
674.0,Apartment/Condo/Townhome,Out of State
1951.0,Apartment/Condo/Townhome,Out of State
445.0,Apartment/Condo/Townhome,Out of State
684.0,Apartment/Condo/Townhome,Out of State
1030.0,Apartment/Condo/Townhome,In-State (Out of County)
686.0,Apartment/Condo/Townhome,Out of State
686.0,Apartment/Condo/Townhome,Out of State
961.0,Apartment/Condo/Townhome,In-State (Out of County)
802.0,Apartment/Condo/Townhome,Out of State
948.0,Apartment/Condo/Townhome,In-State (Out of County)
680.0,Apartment/Condo/Townhome,In-State (Out of County)
810.0,Apartment/Condo/Townhome,In-State (Out of County)
664.0,Apartment/Condo/Townhome,In-State (Out of County)
679.0,Apartment/Condo/Townhome,In-State (Out of County)
1620.0,Apartment/Condo/Townhome,Out of State
501.0,Apartment/Condo/Townhome,Out of State
664.0,Apartment/Condo/Townhome,In-County
948.0,Apartment/Condo/Townhome,In-State (Out of County)
930.0,Apartment/Condo/Townhome,Out of State
349.0,Apartment/Condo/Townhome,In-State (Out of County)
816.0,Apartment/Condo/Townhome,In-State (Out of County)
1508.0,Apartment/Condo/Townhome,Out of State
1220.0,Apartment/Condo/Townhome,In-State (Out of County)
1619.0,Apartment/Condo/Townhome,In-State (Out of County)
457.0,Apartment/Condo/Townhome,In-State (Out of County)
967.0,Apartment/Condo/Townhome,In-State (Out of County)
972.0,Apartment/Condo/Townhome,In-State (Out of County)
811.0,Apartment/Condo/Townhome,In-State (Out of County)
1055.0,Apartment/Condo/Townhome,In-State (Out of County)
1385.0,Apartment/Condo/Townhome,Out of State
809.0,Apartment/Condo/Townhome,In-State (Out of County)
939.0,Apartment/Condo/Townhome,Out of State
1051.0,Apartment/Condo/Townhome,Out of State
745.0,Apartment/Condo/Townhome,In-State (Out of County)
950.0,Apartment/Condo/Townhome,Out of State
683.0,Apartment/Condo/Townhome,In-State (Out of County)
745.0,Apartment/Condo/Townhome,Out of State
689.0,Apartment/Condo/Townhome,In-State (Out of County)
694.0,Apartment/Condo/Townhome,Out of State
714.0,Apartment/Condo/Townhome,In-State (Out of County)
1127.0,Apartment/Condo/Townhome,Out of State
1017.0,Apartment/Condo/Townhome,Out of State
645.0,Apartment/Condo/Townhome,In-State (Out of County)
947.0,Apartment/Condo/Townhome,In-State (Out of County)
747.0,Apartment/Condo/Townhome,Out of State
1785.0,Apartment/Condo/Townhome,Out of State
1353.0,Apartment/Condo/Townhome,In-State (Out of County)
687.0,Apartment/Condo/Townhome,In-State (Out of County)
1223.0,Apartment/Condo/Townhome,Out of State
1552.0,Apartment/Condo/Townhome,Out of State
1326.0,Apartment/Condo/Townhome,Out of State
1086.0,Apartment/Condo/Townhome,In-State (Out of County)
1022.0,Apartment/Condo/Townhome,In-State (Out of County)
1929.0,Apartment/Condo/Townhome,Out of State
1554.0,Apartment/Condo/Townhome,Out of State
1863.0,Apartment/Condo/Townhome,Out of State
755.0,Apartment/Condo/Townhome,In-County
1301.0,Apartment/Condo/Townhome,In-State (Out of County)
1141.0,Apartment/Condo/Townhome,In-State (Out of County)
1148.0,Apartment/Condo/Townhome,In-State (Out of County)
2376.0,Commercial,Out of State
549.0,Commercial,Out of State
1502.0,Commercial,Out of State
1058.0,Commercial,Out of State
935.0,Commercial,Out of State
1093.0,Commercial,Out of State
1604.0,Commercial,Out of State
1045.0,Commercial,Out of State
1185.0,Commercial,Out of State
2662.0,Commercial,Out of State
2317.0,Commercial,Out of State
1751.0,Commercial,Out of State
989.0,Commercial,Out of State
1739.0,Commercial,Out of State
1689.0,Commercial,Out of State
1460.0,Commercial,Out of State
16.0,Commercial,Out of State
3308.0,Commercial,Out of State
512.0,Commercial,Out of State
679.0,Commercial,Out of State
702.0,Commercial,Out of State
1267.0,Commercial,Out of State
1179.0,Commercial,Out of State
968.0,Commercial,Out of State
13017.0,Commercial,Out of State
984.0,Apartment/Condo/Townhome,In-County
1009.0,Apartment/Condo/Townhome,In-County
1100.0,Apartment/Condo/Townhome,In-County
1082.0,Apartment/Condo/Townhome,In-County
1003.0,Apartment/Condo/Townhome,In-County
448.0,Apartment/Condo/Townhome,In-County
983.0,Apartment/Condo/Townhome,In-County
528.0,Apartment/Condo/Townhome,In-County
972.0,Apartment/Condo/Townhome,In-County
456.0,Apartment/Condo/Townhome,In-County
429.0,Apartment/Condo/Townhome,In-County
991.0,Apartment/Condo/Townhome,In-County
456.0,Apartment/Condo/Townhome,In-County
993.0,Apartment/Condo/Townhome,In-County
997.0,Apartment/Condo/Townhome,In-County
1099.0,Apartment/Condo/Townhome,In-County
1096.0,Apartment/Condo/Townhome,In-County
453.0,Apartment/Condo/Townhome,In-County
995.0,Apartment/Condo/Townhome,In-County
453.0,Apartment/Condo/Townhome,In-County
1095.0,Apartment/Condo/Townhome,In-County
536.0,Apartment/Condo/Townhome,In-County
996.0,Apartment/Condo/Townhome,In-County
453.0,Apartment/Condo/Townhome,In-County
428.0,Apartment/Condo/Townhome,In-County
995.0,Apartment/Condo/Townhome,In-County
453.0,Apartment/Condo/Townhome,In-County
995.0,Apartment/Condo/Townhome,In-County
453.0,Apartment/Condo/Townhome,In-County
1000.0,Apartment/Condo/Townhome,In-County
1010.0,Apartment/Condo/Townhome,In-County
1096.0,Apartment/Condo/Townhome,In-County
1008.0,Apartment/Condo/Townhome,In-County
453.0,Apartment/Condo/Townhome,In-County
994.0,Apartment/Condo/Townhome,In-County
453.0,Apartment/Condo/Townhome,In-County
1202.0,Apartment/Condo/Townhome,In-County
1083.0,Apartment/Condo/Townhome,In-County
427.0,Apartment/Condo/Townhome,In-County
1031.0,Apartment/Condo/Townhome,In-County
455.0,Apartment/Condo/Townhome,In-County
1001.0,Apartment/Condo/Townhome,In-County
549.0,Apartment/Condo/Townhome,In-County
1172.0,Apartment/Condo/Townhome,In-County
1025.0,Apartment/Condo/Townhome,In-County
444.0,Apartment/Condo/Townhome,In-County
1059.0,Apartment/Condo/Townhome,In-County
1046.0,Apartment/Condo/Townhome,In-County
472.0,Apartment/Condo/Townhome,In-County
1062.0,Apartment/Condo/Townhome,In-County
989.0,Apartment/Condo/Townhome,In-County
3731.0,Single Family Home,In-County
4208.0,Single Family Home,In-County
12197.0,Commercial,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
212.1951219512195,Apartment/Condo/Townhome,In-State (Out of County)
864.0,Single Family Home,In-State (Out of County)
789.0,Apartment/Condo/Townhome,In-County
7444.0,Single Family Home,In-County
6419.0,Single Family Home,In-County
2541.0,Single Family Home,In-State (Out of County)
5396.0,Single Family Home,In-State (Out of County)
3009.0,Apartment/Condo/Townhome,In-County
2338.0,Apartment/Condo/Townhome,In-County
2868.0,Apartment/Condo/Townhome,In-County
3206.0,Apartment/Condo/Townhome,Out of State
1544.0,Apartment/Condo/Townhome,In-County
1548.0,Apartment/Condo/Townhome,In-State (Out of County)
2602.0,Apartment/Condo/Townhome,In-County
2602.0,Apartment/Condo/Townhome,Out of State
726.0,Apartment/Condo/Townhome,Out of State
18103.0,Commercial,In-County
2549.0,Apartment/Condo/Townhome,In-State (Out of County)
2549.0,Apartment/Condo/Townhome,Out of State
1024.0,Apartment/Condo/Townhome,In-County
1234.0,Apartment/Condo/Townhome,In-County
1024.0,Apartment/Condo/Townhome,In-County
1234.0,Apartment/Condo/Townhome,In-County
2803.0,Single Family Home,In-County
5079.0,Single Family Home,Out of State
540.0,Apartment/Condo/Townhome,Out of State
540.0,Apartment/Condo/Townhome,Out of State
367.0,Apartment/Condo/Townhome,Out of State
367.0,Apartment/Condo/Townhome,Out of State
1254.0,Apartment/Condo/Townhome,Out of State
1254.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
1254.0,Apartment/Condo/Townhome,Out of State
1254.0,Apartment/Condo/Townhome,Out of State
941.0,Apartment/Condo/Townhome,Out of State
941.0,Apartment/Condo/Townhome,Out of State
540.0,Apartment/Condo/Townhome,Out of State
540.0,Apartment/Condo/Townhome,Out of State
367.0,Apartment/Condo/Townhome,Out of State
367.0,Apartment/Condo/Townhome,Out of State
1257.0,Apartment/Condo/Townhome,Out of State
1257.0,Apartment/Condo/Townhome,Out of State
961.0,Apartment/Condo/Townhome,Out of State
961.0,Apartment/Condo/Townhome,Out of State
961.0,Apartment/Condo/Townhome,Out of State
961.0,Apartment/Condo/Townhome,Out of State
965.0,Apartment/Condo/Townhome,Out of State
965.0,Apartment/Condo/Townhome,Out of State
965.0,Apartment/Condo/Townhome,Out of State
965.0,Apartment/Condo/Townhome,Out of State
1259.0,Apartment/Condo/Townhome,Out of State
1259.0,Apartment/Condo/Townhome,Out of State
944.0,Apartment/Condo/Townhome,Out of State
944.0,Apartment/Condo/Townhome,Out of State
540.0,Apartment/Condo/Townhome,Out of State
540.0,Apartment/Condo/Townhome,Out of State
367.0,Apartment/Condo/Townhome,Out of State
367.0,Apartment/Condo/Townhome,Out of State
1257.0,Apartment/Condo/Townhome,Out of State
1257.0,Apartment/Condo/Townhome,Out of State
898.0,Apartment/Condo/Townhome,Out of State
965.0,Apartment/Condo/Townhome,Out of State
965.0,Apartment/Condo/Townhome,Out of State
965.0,Apartment/Condo/Townhome,Out of State
965.0,Apartment/Condo/Townhome,Out of State
965.0,Apartment/Condo/Townhome,Out of State
965.0,Apartment/Condo/Townhome,Out of State
965.0,Apartment/Condo/Townhome,Out of State
965.0,Apartment/Condo/Townhome,Out of State
1259.0,Apartment/Condo/Townhome,Out of State
1259.0,Apartment/Condo/Townhome,Out of State
944.0,Apartment/Condo/Townhome,Out of State
944.0,Apartment/Condo/Townhome,Out of State
1247.0,Apartment/Condo/Townhome,Out of State
1247.0,Apartment/Condo/Townhome,Out of State
856.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
1245.0,Apartment/Condo/Townhome,Out of State
1245.0,Apartment/Condo/Townhome,Out of State
856.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
954.0,Apartment/Condo/Townhome,Out of State
3045.0,Apartment/Condo/Townhome,In-County
2636.0,Apartment/Condo/Townhome,Out of State
1473.0,Apartment/Condo/Townhome,In-County
